Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Senior Contract Data Analyst,$41K-$77K (Glassdoor est.),"Overview:

Amyx is seeking to hire a Senior Contract Data Analyst located in Falls Church, VA. The successful candidate must have A 4-year course of study leading to a bachelor's degree with a major in any field, that includes or is supplemented by at least 24 semester hours in any combination of the following fields: accounting, business, finance, law, contracts, purchasing, economics, industrial management, marketing, quantitative methods or organization. Also, a minimum of 5 years of experience serving as a Federal government and/or contractor employee in the GS-1102 series or equivalent capacity as a contract specialist/administrator or procurement analyst.

Responsibilities:

Responsibilities and Skills:

Extensive knowledge of all phases of acquisition management.
Extensive knowledge of federal and DoD contracting principles (Federal Acquisition Regulation (FAR) and Defense Federal Acquisition Regulation Supplement (DFARS), DoD Directives and Instructions, laws, regulations and procedures.
Knowledge of the methods and techniques of fact-finding, analysis, and resolution of complex problems, and the ability to develop concrete action plans to solve problems.
Knowledge and Experience in the following government-wide system’s use and policy such as: FPDS, eSRS, FSRS, FBO, FAPIIS, and CPARS.
Knowledge of the DOD Procurement Data Standards (PDS)/PDS error Guide.
Good verbal, analytical and written communication skills.
Good organizational skills in tracking data and actions.
Experience in Customer Service.
Knowledge and Experience writing professional documents.
Knowledge and Experience of procurement and/or contracting.
Skilled in Business Intelligence Reporting.
Well versed in MS Word, Excel, Share Point and Power Point.

Supported Technologies:
Integrative Acquisition Environment
DOD acquisition system
Qualifications:

Required Skills and Qualifications:
Bachelor’s degree and preferred candidates will have a major in or is supplemented by at least 24 semester hours in any combination of the following fields: accounting, business, finance, law, contracts, purchasing, economics, industrial management, marketing, quantitative methods or organization.
5 years of experience required serving as a Federal government and/or contractor employee in the GS-1102 series or equivalent capacity as a contract specialist/administrator or procurement analyst.

Desired Skills and Qualifications:
Knowledge of Federal and DOD acquisition procedures

Amyx is an Equal Opportunity employer. Amyx is committed to providing equal employment opportunity to all job seekers. Every qualified applicant receives focused consideration for employment and no one is discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status. In addition to federal law requirements, Amyx complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. Equal Opportunity Employer- Minorities/Females/Veterans/Individuals with Disabilities/Sexual Orientation/Gender Identity. Amyx is an E-Verify employer.
Amyx proudly and proactively takes affirmative action to advance employment of individuals who are minorities, women, protected veterans and individuals with disabilities.
Physical Demands
Employee needs to be able to sit at a workstation for extended periods; use hand(s) to handle or feel objects, tools, or controls; reach with hands and arms; talk and hear. Most positions require ability to work on desktop or laptop computer for extended periods of time reading, reviewing/analyzing information, and providing recommendations, summaries and/or reports in written format. Must be able to effectively communicate with others verbally and in writing. Employee may be required to occasionally lift and/or move moderate amounts of weight, typically less than 20 pounds. Regular and predictable attendance is essential.",4.0,"Amyx, Inc.
4.0","Falls Church, VA",-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",$41K-$77K (Glassdoor est.),"We're Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today. We partner closely with our clients, taking time to understand their unique businesses and individual data and technology needs. Our endless selection of datasets, covering all asset types, with multiple delivery technologies and flexible scheduling mean our clients are able to get exactly the data they need, when they need it, in the format they prefer. Without us, they simply can't operate.

What's the role?
In this role you will be working with the Bloomberg Enterprise Data Product Management Team specifically on Reference, Regulatory, Alternative and Pricing Data. We are constantly improving our products, to make them more feature rich and application ready, whilst reducing the total cost of ownership. Product Managers have a high level of business, communication, and technology skills, so that they can create working prototypes, specify Engineering tasks, and work effectively with Sales and Clients.

You will design, specify, and create prototypes of large and varied data models and data sets, both financial and non-financial, using a wide range of tools, methods and platforms.
We expect you to evaluate areas of interest, understand what is possible and commercially viable, recognize which models and concepts should be applied, and how the data resources should be acquired. An open, creative approach is critical to your success.

Whilst designing data for diverse addressable markets, you will explore and work with a wide range of data, and apply existing methods or develop new methods. You will also engage in data analysis in a practical way, convince business leaders that your results are worth investing in and educate other analysts and business team members.

Most critically, you will deliver the output of your data design to business users (both non-technical and technical) and will be a key person in shaping the product offering and the customer experience.

We'll trust you to

Operate in an influential business role within a fast growing area.
Design and specify commercially attractive products.
Grow your business and technology skills.
Understand addressable markets.
Evaluate what is possible and viable.
Take responsibility for the Data Architecture of multiple data sets.
Work with Engineering, Product Managers, Sales, and Clients.
You'll need to have:
Experience with financial data
Familiar with specifying and using large structured data and data sets to solve complex business demands
Experience in working with Global Teams, across Sales, Technology, Operations and customers
The ability to address multiple priorities in an extremely fast-paced environment.
Legal authorization to work full-time in the United States and will not require visa sponsorship now or in the future
If this sounds like you:Apply if you think we're a good match! We'll get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this:https://www.bloomberg.com/professional/solution/data-and-content We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.8,"Bloomberg L.P.
3.8","New York, NY",-1,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Marketing Data Analyst,$41K-$77K (Glassdoor est.),"Overview


As a key member of the Analytics team, the Senior Marketing Analyst will be responsible for data-driven insights that enable eFinancial and Fidelity Life Association to optimize business processes and grow rapidly. The Senior Marketing Analyst will gather, organize and aggregate large sets of data in order to produce meaningful business insight in areas such as lead management, call center effectiveness, marketing spend effectiveness, and revenue generation. If you would love being an owner-operator of a fast-growing complex online business with modern technology stacks, building analytical and infrastructure solutions, and driving profitability via analytics, the Senior Marketing Analyst role is for you!

Responsibilities
Own the end-to-end lead performance management analytics to maximize risk-adjusted lifetime value generated by converting marketing spend into revenue
Develop lead / traffic forecasts by marketing channel, interpret sales conversion data, analyze and monitor results and recommend adjustments to keep marketing spend efficiency on track
Develop point solutions such as dynamic bidding models to guide lead and media buy
Work effectively with cross-functional partners in Business Intelligence, Marketing, and Finance to keep data initiatives on track, and provide periodic sales lead performance reporting to management team
Extract/extrapolate trends from competitor, user behavior, and market positioning analyses and recommend tangible opportunities for Business Development teams to maximize value of marketing relationships
Qualifications
Proven analytical and quantitative skills and an ability to use hard data and metrics to back up assumptions, develop business cases, and complete root cause/ analyses
Strong verbal and written communications skills that enable you to explain complex insights with clarity and precision to executive management
Experience developing insights across various areas of customer related data: financial, product and marketing
Proficiency in MS SQL/MySQL, Tableau/PowerBI and mastery of Microsoft Suite (Excel)
Knowledge of cloud-based data structures including Redshift, and programming languages such as Python a huge plus
An analytical mindset with relevant education such as a Bachelor’s degree in Mathematics, Statistics, Engineering, Economics, Finance or any related field
2-5 years of experience as a Data/Business/Financial Analyst with large, complex data sources
EEOC/Other


eFinancial is an equal opportunity employer and supports a diverse workplace. As an eFinancial employee, you will be eligible for Medical and Dental Insurance, Health Savings Accounts, Flexible Spending Accounts (Health, Dependent Care & Transit), Vision Care, 401(K), Short-term and Long-term Disability, Life and AD&D coverages.",3.5,"eFinancial, LLC.
3.5",United States,-1,201 to 500 Employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),-1
Technical Business & Data Analyst,$41K-$77K (Glassdoor est.),"Technical Business & Data Analyst


New York

Apply now

Refer someone

An exciting twelve month contract opportunity exists for a Technical Business & Data Analyst to work with a wide range of stakeholders across Macquarie's Capital’s global divisions, regions and businesses to help our Group Data Office building modern industry-leading data, analytics and reporting environment.

Your attention to detail will be utilized as you responsible for determining data requirements for new data & reporting systems, as well as for development, testing, implementation and on-going support for solution. As well as supporting end to end project execution while facilitating data governance throughout the process.

Bringing your collaborative approach, you will bridge the gap and liaise between business, data partners and development teams to define scope, elicit and document business requirements.

Having a risk management mind set you will provide support to global data team in triage and root cause analysis of data quality issues and incidents.

The ability to present data will add value as you take responsibility for preparing deliverables such as business process flow and data flow diagrams, source to target mapping, transformation rules documents, lineage, business and technical metadata, business and data quality rules.

To be successful in this role you will have 5-10 years of functional experience in data-driven projects in the financial industry. Previous experience as database developer or data analyst would be beneficial.

If this sounds like you apply today!

About Macquarie Capital

Macquarie Capital offers global capability in M&A Advisory, Debt and Equity Capital Markets, Principal Finance, and Equity Trading and Research underpinned by deep specialist expertise across a range of sectors. Our people are empowered to think innovatively to address client challenges and originate opportunities, thinking beyond individual transactions to become a trusted adviser and partner over the long haul. From origination to execution, our unique combination of ideas, capital and expertise is transforming opportunity into reality for our clients and partners around the world.

With staff in 35 offices transacting across 31 countries, Macquarie Capital is a truly global business. A role in the team will expose you to a dynamic working environment and the opportunity to contribute to high-profile transactions whilst working in a business with the best people in the industry.

Our commitment to Diversity and Inclusion

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, colour, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance. Macquarie also takes affirmative action in support of its policy to hire and advance in employment of individuals who are minorities, women, protected veterans, and individuals with disabilities.

We recognise that flexibility comes in a variety of forms. Talk to us about what flexibility you need.",3.4,"Macquarie Group Limited
3.4","New York, NY",-1,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1
Data Analyst II,$41K-$77K (Glassdoor est.),"Data Analyst II

Pay Grade: 040

Location: St Petersburg, FL

Progressive Home is a leading writer of Property and Casualty products. Progressive Home offers Personal Lines Property products in over 46 states, and is currently in the process of expanding nationally. Progressive Home is ranked a top employer in Florida, and in Tampa Bay, for many years.

Job Purpose

This position will join the Data Analytics team of Progressive Home. The Data Analytics team works with multi functional project teams to create organizational solutions involving analysis, ETL, and business intelligence. Project work will include a variety of data analysis, ETL, data modeling, and data manipulation. The Data Analyst will be exposed to many areas of the organization, including higher levels of management. The Data Analyst will be expected to handle complex problems independently and demonstrate analytical thinking.

Essential Job Functions
Meets with management, peers, and other department managers to discuss analysis needs and ensures thorough understanding of requirements.
Retrieves data from various sources and prepares data for analysis.
Develops and creates basic level programs using SAS and/or SQL.
Develops queries against various data and computer sources.
Verifies accuracy of data pulled and revises methods of data retrieval by following a standard process.
Compiles and prepares reports, graphs and charts of data developed by analyzing situations and/or data from which answers can be obtained.
Prepares forecasts, identifies and analyzes trends.
Develops and designs presentations to review analysis findings and discusses next steps.
Recommends process improvements and/or goal changes to peers, senior analysts or manager.
Supports business area projects (medium and slightly complex) by applying general knowledge of the business area processes including best practices.
Serves as contact for reporting needs/issues regarding various data and provides answers to questions about business data to appropriate business units..
Develops spreadsheets and tools for management use.
No regular travel required
Extra hours may be required during business peaks or to meet seasonal deadlines
Job Qualifications
Familiarity with business processes and system knowledge
Familiarity with Big Data concepts, practices and terminology
Intermediate MS Office skills including intermediate skills in Excel including the ability to create, manipulate and formulate spreadsheets, including v-look-up, pivot tables, charts and graphing
Proven aptitude for learning and using data analysis reporting tools
Basic to intermediate SAS and SQL programming skills including the ability to create basic programs
Good communication skills, both verbal and written
Ability to prepare reports and conduct presentations
Ability to work with and maintain confidential information
Education and/or Experience
Bachelor's degree in a related field of study (e.g., Finance, Mathematics, Accounting, Economics, Statistics or Actuarial Sciences) and a minimum of 2 years property casualty insurance experience or analytical work experience in a professional setting
In lieu of a degree, a minimum of 5 years property casualty insurance experience with related analytical experience (e.g., analytical work in a professional setting)
Benefits and Perks:

Annual Gainshare bonus based on company performance up to 24% of your salary depending on pay grade
401k which includes dollar-for-dollar company match of up to 6% that is 100% vested
Dedication to work/life balance which includes flexible work arrangements
Dynamic culture that encourages engagement, supports Employee Resource Groups, values your input and embraces a relaxed atmosphere
Onsite gym and wellness programs with discounts & rewards
Paid training, tuition assistance and career development.
Casual dress (yes, you can wear jeans to work!)
Healthcare standard benefits (medical, dental, vision)
* Sponsorship is not available for this position. **",3.8,"American Strategic Insurance
3.8","Saint Petersburg Beach, FL",-1,1001 to 5000 Employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
Data Analyst/Programmer,$41K-$77K (Glassdoor est.),"Data Analyst/Programmer

Marks Paneth LLP is a premier accounting firm with origins dating back to 1907. With a team of nearly 700 professionals, the firm provides a full range of audit, accounting, tax and consulting services, with specialties in international tax, forensic accounting, litigation support, technology services, family office and financial advisory services.

Located in out Washington, DC office, Marks Paneth’s international trade remedies consultants have extensive experience assisting law firms and their clients in antidumping and countervailing duty investigations and reviews of governmental authorities in the US, European Union, China, Mexico, Australia and Brazil.

Leveraging our extensive knowledge of US and foreign government laws, regulations and practices, we have developed systematic and proven practices for supporting respondents and petitioners participating in trade remedies cases around the world.

Our consultants help to achieve the most favorable outcomes possible in each proceeding by developing case-specific reporting methodologies that are acceptable and verifiable by governing authorities.

AREAS OF SPECIALIZATION INCLUDE:

· Antidumping and Countervailing Duty Investigations

· Antidumping Duty Proceedings

· Margin Analysis

· Margin Monitoring and Target Pricing

· Countervailing Duty Proceedings

· Customs Compliance and Analysis

We are currently seeking a Data Analyst/Programmer for to join our team!

Knowledge, Skills and Abilities:

Candidates for the Data Analyst/Programmer position must be able to perform unstructured data analysis, clean and consolidate data from multiple sources, develop quality and organizational controls unique to specific projects, adapt to established standards, redefine standards as appropriate, research and learn the best tools for specific types of analysis, demonstrate the accuracy and appropriateness of their methods, work independently or with a team, communicate technical information effectively to non-technical participants, and have proficiency in Excel

Requirements and Qualifications:

Bachelor’s degree and 4+ years of work experience performing data analysis using SAS including SAS macros and SQL. A successful candidate will also be flexible with their work hours; have excellent oral and written communication skills; and, be able to work under pressure, accommodate shifting priorities and manage multiple projects simultaneously. Occasional domestic or international travel may be required. Previous consulting experience is preferred. Professional and personal references requested.

Essential Functions / Primary Responsibilities:

· All aspects of preparing data for submission to various governing bodies in connection with anti-dumping and countervailing duty proceedings including combining data from a variety of sources into a specified format.

· Application of anti-dumping and countervailing duty regulations and practices to various analyses.

· Ad hoc analysis, data cleaning and validation of sales transactions, production costs, accounting data, and import and export trade statistics.

· Calculation of margin estimates and target pricing.

· Reconciliation of dumping margins and other calculation results from government authorities to firm estimates.

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, creed, color, religion, sex, sexual orientation, gender identity, national origin, marital status, citizen status, age, disability, military or protected veteran status, genetic predisposition or carrier status or any other legally protected status. Marks Paneth takes affirmative action in support of its policy to and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

Please visit our website as well at: www.markspaneth.com",3.8,"Marks Paneth & Shron LLP
3.8","Washington, DC",-1,501 to 1000 Employees,1907,Private Practice / Firm,Accounting,Accounting & Legal,$100 to $500 million (USD),-1
"Data Analyst - Denver, CO",$41K-$77K (Glassdoor est.),"­­As a member of the company’s information technology team, the Data Analyst is responsible for organizing, analyzing and presenting information to be consumed by the business. The position will participate in requirement specifications with the business and will contribute to the overall design and implementation of the evolving data analytic solutions including dashboards, reports and other systems.

Duties:
Deliver innovative solutions that provide value to both internal and external end users
Develop and maintain productive working relationships with internal clients and other team members
Participate and lead in data governance discussions and activities
Report status to stakeholders, sponsors and leadership across the organization
Facilitate change management in areas affected by analytics/development activities. Prioritize and track all issues to resolution, escalating issues as needed
Comply with Software Development Lifecycle (SDLC) methodology and compliance obligations
Train on and support the use of various applications/software, reporting and dashboard systems
Participate in quality assurance and quality control practices, standards, methodologies and metrics associated with assignments
Ability to quickly understand and use proposed third-party vendor tools
Promote and demonstrate the behaviors consistent with CoreSite’s culture and 8 Guiding Principles
Other projects and duties as assigned
Requirements

Knowledge, Skills & Abilities:
Excellent communication and inter-personal skills including: communicating at technical and business levels, and the ability to interact with people from all organizational levels
Self-starter and fast learner
Ability to collect and analyze data to assist in decision making
Strong problem solving, analytical and decision making skills
Hands on experience with Einstein Analytics platform a plus
Hands on experience with machine learning and artificial intelligence approaches and tools a plus
Experience with multiple reporting and dashboard platforms a plus
Experience with Salesforce a plus
Experience with MS SQL Server a plus
Experience with Python and R a plus
Accomplished in using best practices for gathering and documenting complete and detailed requirements
Strong documentation skills
Ability to adapt to new software applications and products
Education/Experience:
Bachelor’s Degree in math/statistics, computer science or related studies
5+ years supporting a variety of business units related to data analytics and reporting
Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is occasionally required to stand; walk; sit; use hands to handle, or feel objects; reach with hands and arms; climb stairs; balance; stoop or kneel; talk and hear. The employee must occasionally lift and/or move up to 25 pounds.

Benefits

Not only does CoreSite have a fun, team-focused work environment, but we also offer great benefits!
Medical and Vision coverage through Cigna Heath Care
Telemedicine through MDLive
Dental Insurance through Delta Dental
Life Insurance and Short-Term & Long-term Disability Insurance fully paid by the company
Voluntary coverage benefits for Life and AD&D, Critical Illness, Accident Coverage, and Hospital Indemnity
Medical and Dependent Care Flexible Spending Account (FSA) Plans and Health Saving Account (HSA) Plans
401(k) retirement savings plan with a generous company contribution
Free parking or a company contribution toward a public transit pass
16 days of Personal Time Off (PTO)
10 paid Holidays
Wellness program with annual incentive
Applicant Privacy Notice: CoreSite is committed to protecting the privacy and security of personal information submitted by applicants. The California Consumer Privacy Act (CCPA) requires us to provide you information about our personal information handling practices. As a result, we’re providing this Privacy Notice that describes how we collect, use, share, and update personal information from individuals who wish to be considered for employment with CoreSite. To read the Applicant Privacy Notice, please go to https://www.coresite.com/applicant-privacy-notice.",3.8,"CoreSite Realty Corporation
3.8","Denver, CO",-1,201 to 500 Employees,2001,Company - Public,IT Services,Information Technology,$100 to $500 million (USD),-1
(Sr.) Data Analyst -,$41K-$77K (Glassdoor est.),"Wednesday, August 5, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At
Merrick Bank, we specialize in credit programs that assist people looking to
build or rebuild their credit. We are FDIC insured and recognized as a top-20
issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders
and have extended over $5.3 billion in credit.

Our
Mission is to make a positive difference in the lives of our customers, our
employees, and our community. We work hard to create a work environment that
empowers our associates to grow, learn, and reach their potential.

This
position is responsible for running multiple monthly processes, extracting
data, maintaining/updating analytical files and data sources, producing ad-hoc
reports and working with the new accounts analytical team. The candidate will improve current processes
through automation, streamlining, and general improvement of the process. Further this candidate will be responsible
for time-sensitive processes requiring audits that involve other departments
and will require being able to explain month to month changes in the audit
reports. This candidate will work
closely with other analysts in the group to assist them in their role through
education of data sources and providing data when needed. Previous experience with large datasets using
R, SQL, or SAS is desired, particularly updating and maintaining
databases. Previous experience with
quality assurance or business intelligence reporting is also useful –
particularly using Shiny or R.

QUALIFICATIONS:

·
Bachelor's degree in a field related to the following skill
set is required. A Master’s degree is
preferred.

·
Expertise with SQL and some familiarity with programming
(SAS being ideal) is required.

·
Knowledge of R, Python, Java script, Shiny, Html, or CSS are
desired.

·
A firm understanding of data manipulation and extraction is
necessary.

BONUS POINTS:

·
Experience with Docker, and Git would is desirable.

·
Experience working with databases is desirable. We are currently using PostgreSQL.

·
Any experience with BI tools such as Shiny (R) or Dash
(python), or writing automated reports with LaTeX is desirable.

·
Experience finding issues with data is desirable.

·
Experience in the banking industry, specifically in credit
cards is desirable.

PRIMARY DUTIES:

·
Monthly process.

·
Prospect selection process and audit.

·
Quality assurance of data processes.

·
Improving the current data environment and making it faster,
and easier to access.

·
Documenting all data and processes the department develops
and utilizes.

·
Effective written and verbal communication skills.

·
Work effectively both individually and in a collaborative
manner with a team.

·
Compliance with Laws & Regulations:

·
Responsible for complying with all of the Bank’s internal
control policies and procedures.

·
Responsible for understanding and complying with all laws
and regulations to which the Bank is subject.

·
Responsible for communicating problems in operations,
noncompliance with the code of conduct, noncompliance with laws and regulations,
policy violations, or illegal acts.

What’s in it for you:

Competitive salary (DOE)

Benefits package
Medical, Dental and Vision (plus much more)

401(k) Plan with Company
Match

Short & Long Term Disability

Group Life and AD&D
Insurance

Paid Vacation, Holidays,
and Personal Days

Employee Events,
including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement
Program

Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We
evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is
the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm

Please go to our website www.merrickbank.com to apply and learn more about our company

We are an equal opportunity employer. Merrick Bank will do a thorough background check for all hires. This includes a review of your personal credit history, drug testing, background check, and employment/personal references. A good credit history is important.

Other details
Job Family
Account Acquisition & Data Science
Pay Type
Salary",3.6,"Merrick Bank Corporation
3.6",Utah,-1,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
"Senior Data Analyst, Finance & Talent",$41K-$77K (Glassdoor est.),"McDermott Will& Emery LLP is a leading international law firm with a diversified business practice representing commercial, industrial and financial enterprises both publicly and privately held. The Firm has a long history of social responsibility and supporting the communities in which our people live and work.

The Senior Data Analyst supports the Financial Analysis and Talent Management teams with core client billing and workforce analytics and HR data infrastructure. This position leverages data from multiple sources to identify trends, flag critical attention and actionable areas, and summarize findings and recommendations for Finance and HR leadership.

As a Senior Data Analyst, Finance& Talent, you will:

Billing& Collections
Partner with the Senior Director of Billing& Collections to create a data analysis framework for client billing and collections data
Develop forecasting models predicting and tracking monthly billing and collection data providing leadership accurate estimates and analysis
Track, report on, and analyze eBilling reduction and rejection data to formulate client and attorney specific driven insights
Develop and implement department scorecards tracking relevant key performance indicators and benchmarks to evaluate department improvement
Respond and deliver on ad-hoc reporting from leadership for data analysis as needed across the department
Talent Analytics
Design data models and statistical frameworks integrating financial and operational performance data and talent metrics
Consult with HR leaders to build and leverage talent data within the attorney performance and compensation systems and processes
Develop and implement a talent analytics framework that evaluates Firm and HR function effectiveness in acquiring, developing, and retaining talent and supports operational and strategic talent decisions for Firm leaders
Build, socialize, and ensure consistency around data hierarchy and definitions across the suite of talent systems, with a focus on driving accurate and timely insights across legal and professional staff practice groups
Respond and deliver on ad-hoc requests from leadership for data analysis and talent summary reports
Job Requirements:
Bachelor’s degree
At least five (5) years of related work experience
Advanced knowledge of Microsoft Office Suite (Excel, Outlook, PowerPoint and Word)
Advanced knowledge of statistical analysis concepts, frameworks, and principles
Strong written and verbal communication skills
Strong project management and organizational skills
Ability to work under tight deadlines and prioritize responsibilities
Ability to handle and maintain confidential information
*At this time we are not accepting agency candidate submissions for this search",3.9,"McDermott Will & Emery LLP
3.9","New York, NY",-1,501 to 1000 Employees,1934,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),-1
Logistics Data Analyst,$41K-$77K (Glassdoor est.),"Circle Graphics is the world’s foremost producer of grand and large-format digital graphics. We are an industry leader in creating innovative products for outdoor advertising, business signage, wall decor, art reproduction, and the professional photography and art communities.

Our combined 407,000 square feet of manufacturing facilities across the United States house over 88 grand and large format digital printers, custom automated finishing equipment, and coating capabilities to produce printed recyclable materials up to 16 ft wide. Our prepress department processes more than 40,000 files per day with the aid of proprietary software automation tools. We operate around-the-clock, 7 days a week to deliver extraordinary customer service, and print over 431 million square feet of material annually. We specialize in industry leading innovations accompanied by world class service.

Job Description Overview:

The Logistics Analyst will have an opportunity to implement and manage several key components of the logistics strategy for Circle Graphics. Our business model dictates that shipping and logistics are complex and important elements to our success with the potential for significant impact on profitability, on-time delivery and customer retention. The Manager of Logistics Analyst is responsible for optimizing our freight spend across transportation modes including full truckload, intermodal, LTL, small parcel, international air and ocean. Additionally, this position will provide critical data analytics support to the Supply Chain team.

Essential Duties and Responsibilities:

Supply Chain Analytics: 60% of position responsibility
Conduct analyses, prepare presentations and recommendations in support of the entire supply chain organization to drive efficiency and minimize the operating costs throughout the entire supply chain network.
Develop supply chain key performance metrics to monitor progress against plans and objectives
Key participant in the development of annual supply chain expense budgets and reconciling actual to plan on a monthly basis.
Benchmark the current CG’s supply chain network against our key competitors and align it to meet our customers’ demands.
Perform and provide critical data support for all supply chain related contract negotiations.
Investigate critical issues, find root causes, and recommend solutions and present proposals to internal & external stakeholders including Executive Leadership Team.
Logistics Operations & Strategy - 20% of position responsibility
Assist in the development and deployment of the transportation strategy for Circle Graphics
Drive transportation and logistics improvements to improve cost, quality, and service
Establish systems and standard procedures to manage transportation globally with direct reports locally, and matrixed resources at global affiliates
Provide leadership and direction for Circle Graphics freight management operations
Develop performance metrics to monitor progress against Circle Graphics logistic plans and objectives
Work with Corporate and Regional Management teams, IT on programs and/or system implementation projects related to global transportation
Develop and implement global standard policies with cross functional groups to allow consistent monitoring of freight & duty spend
Manage contract negotiations and performance reviews for Circle Graphics transportation service providers with oversight of key business leaders
Implement solutions for optimum routing and carrier selection for all locations’ freight spend (inbound and outbound)
Work with Circle Graphics Supply Chain network to ensure compliance with preferred carriers, modes of transportation, and required service levels
Work with Circle Graphics locations to develop standards to account for and report on total logistics costs and identify opportunities that optimize the overall transportation performance
Establish processes to effectively manage competing considerations such as cost, on-time delivery of merchandise, risks, transit times
Create, report, and enforce all benchmarking/KPI’s for all Logistics Service Providers according to standard requirements
Logistics Program Development and Implementation: 20% of position responsibility
Update and refine internal SOP’s to ensure that employees across all Circle Graphics’ locations are using the correct procedures
Create, update and refine customer-facing shipping pricing plans
Analyze Circle Graphics shipping pricing and make recommendations that result in improved freight margins.
Assist with the analysis of two multi-million dollar small parcel carrier agreements and make recommendations on carrier selection
Assist with the analysis of LTL and Truckload carrier agreements and make recommendations on carrier selection
Evaluate current and prospective carriers to understand their value proposition and make determinations about whether their services bring value to Circle Graphics
Additional Task and Responsibilities
Other duties and special projects as assigned
Skills, Intellectual Demands and Job Requirements:
Bachelor’s degree required.
One to three (1-3) years’ experience as an analyst is required, preferably in supply chain or financial analyst role.
Advanced practical application in Microsoft Excel, Microsoft Access, SQL and other data mining tools/systems
Experience or knowledge of small parcel logistics is preferred.
Budgeting, financial management and contract management of transportation functions
Practical ERP/MRP/TMS expertise, preferably SAP B1
Excellent communication skills – able to illustrate complex issues to senior management in a clear and concise manner
Demonstrated ability to handle multiple tasks and provide the leadership to implement solutions to complex problems using the best available technology
Business orientation and acumen, fast and assertive decision-making based on analytical thinking
Flexibility and agility to respond quickly and effectively in a highly dynamic, changing environment
Capability to establish good relationships with others who have different values, cultural styles and perspectives. Setting high and ambitious goals and standards for oneself and others, continuously raising the bar.",3.0,"Circle Graphics
3.0","Longmont, CO",-1,501 to 1000 Employees,1999,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
