Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,r,spark,aws,excel,sql
Data Science Analyst,$53K-$70K (Glassdoor est.),"Torch Technologies is seeking a Junior- to MId-Level Data Science Analyst to support modernizing our BMDS system analysis capability. The ideal candidate is adept at manipulating large data sets to identify trends and generate metric to better understand BMDS system performance. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve our processes and development of analytical results that we provide to the BMDS community. Good communication and presentation skills are required. Experience with performing BMDS analysis of is desired. Must possess the ability to clearly express ideas/concepts, perform as part of a team, and be capable of operating in a multi-tasking environment. Other activities include establishing requirements for evaluation tools and processes, providing analytical support to the test planning process, and development and coordination of analytical results within the BMDS community

Job Requirements

B.S. Degree in computer science or mathematics

3-10 years’ experience

Experience using computer languages (R, Python, SLQ, etc.) and visualization tools (Tableau) to manipulate data and draw insights from large data sets.

Experience evaluating and analyzing data to evaluate systems and performance

Excellent written and verbal skills

Proficiency with MSOffice (Word, Excel and PowerPoint).

DOD Secret Security Clearance

Desired Qualifications

Experience in analysis of MDA Ballistic Missile Defense System (BMDS) elements

If you are a qualified individual with a disability or a disabled veteran, you have the right to request a reasonable accommodation if you are unable or limited in your ability to use or access https://torchtechnologies.hua.hrsmart.com/ats as a result of your disability. You can request reasonable accommodations by sending an email to human.resources@torchtechnologies.com. Thanks for your interest in Torch Technologies.",4.5,"Torch Technologies
4.5","Huntsville, AL",1001 to 5000 Employees,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),53,70,61.5,"Torch Technologies
",AL,18,1,0,0,0,1,0
Data Analyst,$53K-$70K (Glassdoor est.),"General: The Data Analyst reports to the Chief Information Officer and works as an integral member of the IT and data teams. The Data Analyst I supports MSCs growing reporting, data analysis, and data visualization efforts, expanding our existing reporting, Business Intelligence (BI), and data mining capabilities. The Data Analyst I will help to strengthen MSCs capacity to make data-driven decisions. The Data Analyst I will support projects and partnerships across the organization to identify and address existing and new reporting, data analysis. and data modeling needs.

Reports to: Chief Information Officer

Responsibilities and Duties:

Use Microsoft Excel to extract, prepare, and send key data to business stakeholders.
Create scorecards and dashboards to evaluate revenue cycle and company performance.
Support the organizations efforts to expand capabilities and utilization of data analysis and BI tools.
Develop analysis and data visualizations to support organizational analytical needs using all available data sources.
Work with key stakeholders to understand business problems or questions. Translating them into analysis, reports, and visualizations which are actionable and understandable.
Assist with development and implementation of automated communication methods (such as IVR).
Prepare ad-hoc data requests as requested by team members.
Continue to learn and expand experience using R or Python to analyze and visualize data.
Miscellaneous assignments/projects as needed.
Qualifications:

Undergraduate degree in data science, information systems, quantitative field (mathematics, statistics, engineering, ) or equivalent certification or experience.
Experience using Microsoft Excel to perform reporting and advanced analysis.
Ability to work with data in a variety of formats (JSON, XML, SQL, HTML, Text, etc..).
Proficient at SQL and able to automate, extract, and analyze data from relational databases.
Knowledge of data warehousing concepts and business intelligence best practices.
Prior experience using business intelligence tools (Tableau, Power BI, ).
Track-record of problem solving and ability to work both independently and with a team.
Excellent communication, writing, and presentation skills.
Strong understanding of statistical and mathematical concepts.",3.5,"Medical Service Company
3.5","Cleveland, OH",51 to 200 Employees,1950,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,53,70,61.5,"Medical Service Company
",OH,70,1,0,0,0,1,1
Data Analyst with Python and R,$53K-$70K (Glassdoor est.),"Gravy Analytics is disrupting the world of consumer intelligence. We are the only location-based consumer intelligence platform providing real-world information about the places and events that people visit. Our mission is to be the largest and most accurate source of easily useable and trusted location data services that reveal how consumers live their daily lives. Understanding where people go and how they spend their time gives unprecedented insight into consumer lifestyles, life stages, interests and affinities.

Gravy Analytics works with leading companies in marketing, advertising, retail and data services to drive increased sales, deliver market research and improve customer engagement. Our location intelligence powers ad targeting, competitive insights, and customer relationship management, enabling organizations to better communicate with and serve their customers throughout the life cycle. We provide the data that powers our customers' proprietary solutions, as well as our own products and services.

Gravy Analytics is big data. We process tens of billions of daily location signals and match them against our curated database of geo-fences, and the place and event data associated with them. We maintain the largest events database in the U.S., aggregating and improving more than a million events each month.

Gravy Analytics is technology. We deploy solutions using Hadoop, Spark, and other parallel processing technologies; we use heuristic, pattern matching, probabilistic and machine-learning algorithms. We use a variety of DBMS types, file types and analytical tools. We use Java, node.js and Python when it fits. We do everything in the Cloud. We select the right technology for the job versus deploying what we already know.

We work fast, iterate, and test along the way to ensure that we bring the right solutions to market.

The Data Analyst will join our growing Platform Operations and Technical Sales Support team, primarily supporting sales, customer and product operations requests. Successful candidates will be sharp, with a demonstrated ability to produce timely insights and analytics. You will already know SQL like the back of your hand, and either know Linux or are capable of learning it quickly. The ideal candidate will be customer service oriented, innovative, open-minded to the solution set and driven to deliver solutions that meet or exceeds the need. He or she will believe that simple approaches are better than complex, whenever possible. The successful candidate will have a teamwork orientation and be excited to deploy and expand their skills with a growing company in a dynamic industry.
Specific Responsibilities
Support the analysis of our Geo-Signals Cloud and customer data, deriving unique insights and value from big data.
Produce analytics and data products which illustrate insights gained from the analysis of Geo-Signals Cloud and/or customer data.
Support requests from our Sales and Marketing teams for data and analytics products which support existing customers and prospective customers.
Support the delivery of data products and analytics to customers and prospects.
Support data improvement and data quality efforts by highlighting and communicating data issues observed when producing data and analytics products.
Required Capabilities
You are both a team player and a self-starter. You have demonstrated ability to work independently with only basic guidance, as well as work well within the larger team.
You are solution oriented and able to identify opportunities to continuously improve processes.
You are capable of understanding and meeting customer/partner/business needs, understanding complex data relationships and navigating them to identify and create standard and custom data and analytics products.
You have demonstrated an ability to apply creativity in determining how best to meet a customer’s request and provide a solution based on available data sources.
You are capable of taking a basic description of what is needed, analyzing it and asking the right questions to generate a detailed specification of the data and/or analytics requirements.
You will have pattern recognition skills and the ability to identify relationships between features.
You have demonstrated an ability to generate and communicate clear and actionable insights by presenting findings, trends, and new insights.
Personal characteristics we value include: high integrity, entrepreneurial spirit, innovative thinking, team player, passion for technology, adaptability, high energy and attention to detail.
Required Experience
At minimum of 2 years’ experience with preferably 3 more years’ experience in data analysis and a minimum of 5 years’ experience in hands on technical work.
You have work experience in Python or R and preferably both.
A minimum of an associate’s degree in a technology related field, or the completion of multiple courses related to data analysis, programming, data visualization and reporting.
Demonstrated experience with production data: the ability to access data and use data extracts, construct and manipulate data sets of structured and unstructured data source.
You are experienced in querying SQL databases and either have experience or desire to learn technologies related to querying data in a data lake such as Zeppelin running on Spark. In addition, you will either know Linux or are capable of learning it quickly.
You have strong experience with Microsoft Excel and analysis in general and are also versed in statistical analysis.
Experience with Matillion, Tableau, Sisense, ArcGIS, CartoDB, QGIS and other analytics tools are a plus.
First and foremost, you have the opportunity to work for a company that is built on the belief that nothing comes without risk. We accept that skinning our knees is just part of the process of learning to run then sprint. Working at Gravy Analytics, you’ll join an innovative and growing organization of passionate data science, engineering, and sales professionals with extensive experience in growing a business by building products and delivering solutions that customers need.

And yes, you’ll get healthcare, competitive pay, generous PTO and equity participation as well.",5.0,"Gravy Analytics, Inc.
5.0","Sterling, VA",1 to 50 Employees,2011,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,53,70,61.5,"Gravy Analytics, Inc.
",VA,9,1,0,1,0,1,1
Data Analyst,$53K-$70K (Glassdoor est.),"HGS North America is currently looking for a Data Analyst to support Climate Corporation a division of Bayer Crop Science. This position is located in Creve Coeur, Missouri.

The Climate Corporation is seeking a Master Data Analyst to support the management of Dealer and Sales hierarchies within the Climate Salesforce system. The Master Data Analyst partners with internal and external stakeholders to ensure complete and accurate data structures for reporting. The successful candidate will be part of the Climate’s Global Business Operations Commercial Insights team and is responsible for providing master data maintenance and preparation of critical reports to support our global operations. If you are someone that is passionate about innovation and excited about being a key contributor to building a sustainable business,

What you will do:

Perform routine audits of master data to ensure accuracy and completeness

Prepare inputs into critical reports that will be shared with internal and external stakeholders

Monitor team Jira board and ensure accurate and timely maintenance of dealer and sales-related master data

Perform automation on routine reports in order to get reports/datasets to stakeholders in an efficient manner

Develop SOPs and flowcharts depicting critical master data update processes

Deliver timely and accurate commercial business progress reports to a wide variety of stakeholders

Perform detailed data exploration and validation from a variety of sources

Provide education and direction in the usage and interpretation of data to business stakeholders

Data mining, statistical analysis, and visualization of data to help provide insights to critical business questions

Effectively summarizes and presents critical findings to CI team members and stakeholders

Agility in the ability to quickly change direction to accommodate the business need(s)

Ability to make well thought out, sound conclusions based on data to help drive business processes and decisions

Qualifications & Competencies

Must have a Bachelor's Degree in Business, Finance, Analytics, Computer Science or related field.

Ability to write basic SQL / Lookml/ VBA.

Self-starter that thrives in a fast-paced, ambiguous environment.

Proven analytical experience building reports and maintaining master data

Salesforce, data warehouse, and data visualization experience preferred, along with the ability to extract and analyze large quantities of data

Proven ability to manage multiple initiatives simultaneously; highly effective organizational skills

Excellent verbal, written and communication skills

Detail oriented.

Intermediate Looker skills or similar dashboarding/reporting tool.

Advanced proficiency in Excel.

Minimum Job Requirements: (Education, Experience, Skills)
BA/BS in Business related field and/or 5+ years of customer service in an office environment
Proven analytical skills
Strong verbal and written communication skills
Organization and planning skills
Multitasking and ability to prioritize workload
Detail oriented
Intermediate computer skills utilizing MS Excel, PowerPoint, Word and Access
Intermediate System skills proficiency – SAP, IRD, Access, Microsoft Office Suite, Web-based technologies/Applications",3.6,"Hinduja Global Solutions Limited
3.6","Saint Louis, MO",10000+ Employees,2000,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),53,70,61.5,"Hinduja Global Solutions Limited
",MO,20,0,0,0,0,1,1
Data Analyst,$53K-$70K (Glassdoor est.),"Data Analyst

As a Data Analyst here at Our client, you will work with one of the richest data sets in the world, cutting edge technology, and the ability to see insights turned into real world impact.
What you-ll do:
Build reports and performing analyses to draw insights and work with the appropriate parts of the organization to implement changes based on those insights
Perform -what if- and ad-hoc analyses and question existing assumptions and processes
Develop and track key metrics that represent the key performance indicators for Our client products and the ecommerce marketplace
Support development of self-service analytics through interactive dashboards and other data tools
Design and analyze A/B, Before/After tests to quantify the impact of customer-facing changes
Perform Quality Assurances checks or studies
What we-d like you to have:
Payments industry knowledge
AWS services and tools
Experience in working with the Apache web server environment: Hadoop, Hive, Python, Spark, Pig, MySQL, etc
Advanced data programming
Physical Requirements
This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, and reach with hands and arms. Our client/ is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Our client will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.

Required Skills


What we need you to have:
Bachelor's degree with an emphasis in Finance, Mathematics, Economics, Statistics or a related discipline
o In lieu of degree, a high school diploma/equivalent with four or more years related experience and/or training or equivalent combination of education and experience will be considered
2+ years- experience in a business analytics role
Intermediate to advanced computer skills including MS Office with advanced skills in Excel (knowledge of spreadsheet functionality: v-look-up, pivot tables, charts, graphing and macros)
Experienced in manipulating, visualizing, and providing analysis of data
Strong statistical background, and basic knowledge in machine learning and data science
Expertise in SQL with ability to conduct advanced query analysis
Experience in handling large scale, unstructured data and working with distributed computing
Knowledgeable of ETL Practices and Concepts
Knowledgeable of Transactional and Multi-Dimensional Databases, Data Warehousing, Star and Snowflake Schemas, OLAP Cubes

Apply Now",5.0,"Elite Technical Services, Inc.
5.0","Mentor, OH",51 to 200 Employees,1992,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),53,70,61.5,"Elite Technical Services, Inc.
",OH,28,1,0,1,1,1,1
Data Analyst,$53K-$70K (Glassdoor est.),"Jacobs has a need for a Data Analyst in Vienna, VA.
Data analysis and reporting support for our government customer. Translates functional business requirements and generates deliverables which provide the customer with insightful and summarized reports. Current Top Secret clearance required in order to be considered for this position.
Create Ad-hoc reports using SQL in Oracle database as requested by clients
Intermediate Level skills in Excel (understands how to use simple formulas and run macros)
QA reporting results of team members to ensure accurate findings are delivered to client
Translate reporting requirements to developers in order to implement new reporting database objects
Batch match large amounts of client data against the current database records
Generate SQL scripts and QA data for effort to translate SQL based reports into xQuery based reports
Perform extensive data analysis with SQL Oracle DB to internal and external stakeholders
Define, analyze and translate functional business requirements into report query building
Generate detailed, complex analyses and provide concise, insightful executive summaries from business questions
Perform research, queries, and retrieval of data from multiple disparate databases containing all possible data types.
Perform extract, transform, and load (ETL) tasks.
Generate complex reports for senior management in a variety of formats.
Required Knowledge, Skills & Abilities
Must be able to demonstrate knowledge of structured query language (SQL)/NoSQL.
Must have experience with ORACLE and NoSQL database administration,
Must be capable of translating business rules into technical requirements.
Must be proficient in reading, creating, and maintaining data mapping documentation.
Must be able to demonstrate experience investigating data quality issues.
Must have experience with data modeling.
Must have experience with business intelligence.
Must be able to accurately represent customer requirements.
Must have excellent listening, interpersonal, written, and oral communication skills.
Must have excellent technical writing skills.
Must be able to work in an operational environment where priorities change frequently.
Minimum five years relevant experience in a development/data warehouse or business intelligence environment development/data warehousing environment.
Minimum three years experience with ETL tools.

Minimum Education & Experience:
Master’s degree preferred in Business, Engineering, Management Sciences, Computer Science, Information Systems, or other related discipline with 2 years of relevant experience in database administration OR
Bachelor’s degree in Business, Engineering, Management Sciences, Computer Science, Information Systems, or other related discipline with 4 years of relevant experience in database administration OR
Associate’s degree in Business, Engineering, Management Sciences, Computer Science, Information Systems, or other related discipline with 6 years of relevant experience in database administration OR
8 years of relevant experience in database management and applicable certification.
#CJPOST

Essential Functions

Physical Requirements

Requires sitting for
extended periods of time at a desk (90%). Requires sitting at a computer
terminal for long periods of time (90%). There is a possibility that due to
parking availability and location of work area walking moderate to long
distances can sometimes be required.

Work Environment

Inside office/cubicle
environment. Requires ability to interact professionally with co-workers and
all levels of management (100%).

Equipment and Machines

Requires ability to
operate a personal computer, a telephone, copier, and other general office
equipment (100%). Ability to conduct evaluation of third and fourth generation
or current state of the art computer hardware and software and its ability to
support specific requirements, interfacing with other equipment and systems.

Attendance

Attendance is critical.
Work hours are normally 8 hours per day and 5 days per week, Monday through
Friday. Being prompt is important to provide continuous and on-going service to
customers. Attendance is important to maintain continuity of service. Work
outside of normal duty hours may be required with as little as one hour advance
notice. Overtime is infrequent, but important when required (1%).

Other Essential
Functions

Must be able to
communicate effectively, both verbally and in writing. Must be able to
interface with individuals at all levels of the organization. Must be able to
obtain unescorted access to work areas. Grooming and dress must be appropriate
for the position and must not impose a safety risk/hazard to the employee or
others.",3.6,"Jacobs Engineering Group Inc.
3.6","Vienna, VA",10000+ Employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),53,70,61.5,"Jacobs Engineering Group Inc.
",VA,73,0,0,0,0,1,1
Data Analyst - Redwood City via Company Shuttle!,$47K-$86K (Glassdoor est.),"Position: Data Analyst - Redwood City via Company Shuttle!
Location: Peninsula Area
Starts: Within 2+ weeks
Duration: 9+ Months
Status: Freelance (40 hours a week)
Rate: $47/hr. - $53/hr. (DOE)

The Bay Area's best-known search engine giant is seeking a Data Analyst to assist their team.

Top Responsibilities:
-Build and maintain data pipelines and scripts that support pipelines.
-Build and maintain dashboards that report on key model performance metrics.
-Additional statistical analysis providing insight into program change impact and key metrics.

Ideal Qualifications:
-SQL, R or Python
-MS/MA Degree
-Technical concentration (Mathematics, statistics, physics, engineering, computer science, etc.)
-2 years relevant experience
-Understanding of machine learning models

This is an onsite freelance contract in Redwood City. Public Transportation accessible via company shuttle.

Submit resume (and samples if applicable) to: cc223@jobalert.creativecircle.com",3.8,"Creative Circle
3.8","Mountain View, CA",201 to 500 Employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,47,86,66.5,"Creative Circle
",CA,18,1,0,0,0,0,1
Data Analyst,$47K-$86K (Glassdoor est.),"The Data Analyst is responsible for providing accurate, complete and meaningful reports and analysis used for business management and decision making. The Senior Data Analyst works closely with department and/or functional managers to determine report requirements, build reports, and quality test them prior to distribution. The Senior Data Analyst also provides support with project management services for large data projects.

Essential Job Functions
• Develops and deploys reporting and analysis that is accurate, complete and properly summarized to aid in management of business and management decision making. Responsible for extracting and summarizing data from JDE and other corporate systems.
• Has expert knowledge of JDE tables and field usage. Has thorough knowledge of other corporate software, programs and data tools. Assists managers with report design and development. Tests reports and ensures that they perform as expected.
• Understands flow of data internally and in relation to the General Ledger.
• Produces weekly, monthly, and quarterly trend and activity reports as well as other operational and management reports. Ensures that reports are produced per scheduled timelines for review by functional management teams.
• Analyzes large amounts of data and investigates and researches anomalies. Works with department and/or functional teams to correct issues when identified.
• Works with IT Business Intelligence team to design, test and deploy MRE reports for general usage.
• Provides support to management to produce reports and analyze large amounts of data as part of acquisitions or other special projects.
• Produces ad-hoc reporting as assigned.

TekCom Resources, Inc. is proud to be an Equal Opportunity Employer and values diversity. All employment is decided on the basis of qualifications, merit and business need. We are compliant with the Fair Chance Ordinance as applicable, and will consider all qualified applications for employment.",4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ",51 to 200 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),47,86,66.5,"TekCom Resources, Inc.
",AZ,15,0,0,0,0,0,0
Data Analyst,$47K-$86K (Glassdoor est.),"About Tachyon Technologies:
Tachyon TechnologiesÂis a Digital Transformation consulting firm that partners with businesses to implement customer-focused business transformation. Aligned with SAP's digital core, Tachyon Technologies collaborates with its clients to transform their business by leveraging existing IT investments and leading-edge digital solutions to positively impact their customers' experience. From initiation through realization, Tachyon Technologies understands what it takes for a consulting partner to be effective and strives to deliver a meaningful solution that exceeds its clients' expectations.
Â
Role: Data Analyst
Location: NYC, NY
Duration: Longterm
Description
Â
Expertise on SQL (Snowflake or any other MPP databases such as Redshift) 2. Very good knowledge in data visualization tools such as Tableau and Looker( development and maintenance of LookerML).
3. Good experience on working with business stake holders such as Marking, Sales and Finance to understand the requirements and delivering the projects upon their sign-off
4. Working experience on Media subscriptions domain is highly preferred.
5. Basic understanding of Python programming will be added advantage(To work with Data Eng Team on roll-up Tables)
Â
Tachyon'sÂfull-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities, and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makesÂTachyonÂa great place to work.
Disclaimer:ÂThe above statements are not intended to be a complete statement of job content, rather act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time.
Â
Â",4.4,"Tachyon Technologies
4.4","New York, NY",201 to 500 Employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),47,86,66.5,"Tachyon Technologies
",NY,9,1,0,0,0,0,1
Data Analyst,$47K-$86K (Glassdoor est.),"Bachelor's degree
in Computer science or equivalent, with minimum 10+ Yrs. of
relevant experience.
You should have 9+
years of Data Analyst experience with at least 5+ years in Healthcare Domain
You must have experienced in Database Design/Development in Netezza, Oracle 9i/8i/11g, SQL Server.
You should have experienced Data Analyst
in Healthcare industry covering all areas - Member, enrollment, claims,
provider etc.
You should be Gathering and integratin g data from disparate sources.
You should have understanding the requirements in detail and
provides sign off on the requirements
You should have discuss the Data model,
data flow and data mapping with the development team, focused on performance
strategies
You should have duality focused, detail-oriented data analyst, designer,
and liaison, demonstrating track record of providing solutions of high priority
business goals and strategic senior management decisions.
You should have actively involved in Requirement gathering, System Analysis, Integration, Data
Profiling, data mapping creation for ETL/ELT development.
Demonstrate excellent communication skills including the
ability to effectively communicate with internal and external customers.
Ability to use strong industry knowledge to relate to
customer needs and dissolve customer concerns and high level of focus and
attention to detail.
Strong work ethic with good time management with ability to
work with diverse teams and lead meetings.",4.0,"Lorven Technologies Inc
4.0","San Francisco, CA",1 to 50 Employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),47,86,66.5,"Lorven Technologies Inc
",CA,-1,0,0,0,0,1,1
Data Analyst,$47K-$86K (Glassdoor est.),"Position Title: Data Analyst (Transplant)

General Summary: The data analyst serves as the statistical expert and analyst to support reporting throughout the department. The data analyst assists with department data and reporting needs including data entry, report creation, database management, and analysis. The data analyst generates administrative, financial, and operational reports as needed and requested. Additionally, the data analysts help to support the information technology needs of the department including system support, user training, troubleshooting, and problem resolution. The data analyst prepares and creates reports for executive level presentation. The data analyst oversees and manages the block boarding process within the operating room and maintains strong relationships with physician offices. Familiarity with Microsoft Office and the electronic medical record Epic are requirements of the job. A successful data analyst should be process and procedure driven and have excellent communication skills. The data analyst must be highly organized and have ability to work in a fast-paced environment with competing priorities. The data analyst must have exceptional customer services skills and a proactive attitude with strong attention to detail.

Essential Duties:

1. Develops, creates, runs and compiles statistical, administrative, financial, and operational reports and provides data analysis as needed to support perioperative services.

2. Maintains system database, ensure data integrity, provides user training and support and assists department with system use and interaction.

3. Supports the IT needs of the department.

4. Oversees and manages the surgical block boarding process.

Additional Duties:

Data Collection and Analysis

· Use gained knowledge of Centers for Medicare & Medicaid (CMS), United Network of Organ Sharing (UNOS) and The Joint Commission (TJC) regulatory requirements to assist with analysis of assigned audits and monitors

· Completion of Magnet Audits: nursing quality indicators

Auditing/Monitoring

· Audit compliance with UNOS requirements for data submission

· Monitor staff HIPAA compliance

Performance Improvement

· Preparation of weekly and monthly reports for the Key Performance Indicators (KPI) board

· Assist with development and implementation of performance improvement (PI) plans and projects

· Audit PI changes to monitor for sustainability

Regulatory Readiness

· Assist with preparation of documentation and audits used for surveys by CMS, UNOS & TJC

· Assist with the preparation of corrective action plans in response to regulatory surveys

Interdisciplinary Collaboration

· Ability to collaborate with other hospital disciplines involved with transplant quality (e.g., Epidemiology; Blood Bank; RL Solutions) to prepare audits, monitors, reports, etc.

· Display effective and respectful communication skills in interactions with transplant clinic support staff, nurses, physicians and administration

· Actively participate as a member the Transplant Quality Assessment and Performance Improvement (QAPI) Multidisciplinary Committee

· Participate in opportunities for ongoing transplant quality education as relevant to responsibilities: Webinars & multidisciplinary team meetings/presentations

Standard Qualifications

· Associates Degree required. Bachelor degree preferred.

· Experience in data maintenance (hardware and software).

Other Qualifications:

· Knowledge of computer hardware and software applications (databases, spreadsheets, report writing).

· Excellent quantitative, analytical and organizational skills.

· Professional interpersonal communication skills.

· Ability to prioritize workload.

· Superior customer service skills.

· Maintain confidentiality of patient information.

· Ability to work in a stressful and fast paced environment.",3.1,"Beaumont Health
3.1","Royal Oak, MI",10000+ Employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),47,86,66.5,"Beaumont Health
",MI,6,0,0,0,0,1,0
Business Analyst Data Analytics,$47K-$86K (Glassdoor est.),"About Harvard Bioscience

Harvard Bioscience is a leading developer, manufacturer and seller of technologies, products and services that enable fundamental research, discovery, and pre-clinical testing for drug development. Our customers range from renowned academic institutions and government laboratories, to the world's leading pharmaceutical, biotechnology and clinical research organizations. We are a publicly traded company (NASDAQ: HBIO) with over $116M in revenue in 2019. With operations in North America and Europe, we sell through a combination of direct and distribution channels to customers around the world.

Position Summary

The primary duties of the Business Analyst Data Analytics is working as a developer on a new global Analytics solution using SQL Server Data Warehouse with Power BI as the primary analytics tool. You will be working closely with other IT ERP developers/analysts and our business partners as we implement global Sales and Operations Analytics sourced from multiple ERP systems. We also have future projects implementing a new solution for Financial Planning and Consolidations and leveraging combined CRM and ERP data. There will be some other ERP support or reporting activities.

Qualified Candidates should have:
SQL Expertise (SQL Server preferred)
Power BI knowledge and experience
Bachelors or master's degree in IT Related field, Finance or Data Analytics and or equivalent
At a minimum, a basic knowledge and understanding of business processes in one or more of the following areas, Order to Cash, Procure to Pay, Manufacturing and Inventory Management, Financials, MRP
Good written and verbal communication skills
Ability to juggle multiple projects and activities and complete tasks in a timely manner
Ability to build excellent and friendly relationships with all employees
A desire to learn new systems and skills
Experience with the following is a plus:
CRM knowledge such as Sales Force or Microsoft CRM
ERP knowledge such as JDE, Oracle, AX
Experience using reporting tools like Tableau, Oracle BI, Power BI
Worked on a team that delivered one or more analytics solutions
Physical Requirements

Must be able to work in the Holliston office and be able to lift up to 50 pounds.

Travel

Limited travel required during projects, primarily in US.

AN EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER/VETERAN/DISABILITY

FLSA Exempt

ADA Disclaimer

In developing this job description care was taken to include all competencies needed to successfully perform in this position. However, for Americans with Disabilities Act (ADA) purposes, the essential functions of the job may or may not have been described for purposes of ADA reasonable accommodation. All reasonable accommodation requests will be reviewed and evaluated on a case-by-case basis.

Job Posted by ApplicantPro",3.0,"Harvard Bioscience, Inc.
3.0","Boston, MA",201 to 500 Employees,1901,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),47,86,66.5,"Harvard Bioscience, Inc.
",MA,119,0,0,0,0,1,1
Data Analyst,$47K-$86K (Glassdoor est.),"Job Description -
As a Data Analyst, you will be responsible for understanding and analyzing complex business & data requirements, while preparing detailed functional specifications that drive the overall design of the data environment. This includes developing a broad understanding of the upstream and downstream systems and processes, including impact and map & gap analysis of current databases and reporting systems.

What you’ll do:
Perform data analysis using a variety of SQL tools to query major databases and provide technical assistance as a subject matter expert in identifying, evaluating and developing data models and solutions that meet business requirements.
Review and advise data validation and testing approaches, systems testing, and support data quality processes.
Collect, manipulate and analyze complex datasets
Translate the requirements to physical and financial aspects, such as software and hardware specifications
Facilitate the design and implementation of new data systems/processes
Capture and maintenance of specific metadata elements
Creating source-to-target mapping document and functional data specifications
Contribute to designing conceptual, logical and physical data models for highly complex data environments to support data integration efforts
Understanding upstream and downstream process, the impact of change to database and communicate, educate team members and partners
Contribute to developing and creating data modeling patterns that support enterprise and line of business data strategy and data architecture vision
Reviewing data modeling artifacts of other team members to ensure compliance with standards, policies and procedures and data management best practices promoting proper data sharing, consistency and reuse
Providing data consulting services to application teams utilizing supported data environments
Providing expert-level consulting services in the identification and resolution of moderately complex data challenges and issues.
Serving as subject matter expert and steward for the architecture and content for assigned projects, systems and data
Support overall data management roadmap: increasing consistency and confidence in decision making through use of supporting and accurate data, while decreasing the risk of regulatory fines, improving data security, and assist in designating accountability for information quality.
Assists in development and maintenance of business requirements and classifications of data (e.g., retention, security classification, etc.)
Serves as “champion” of Data Governance principles within application workstream & business area
What you’ll bring:
BS in Mathematics, Economics, Computer Science, Information Management or Statistics, or related field.
5+ years’ experience as a data analyst
Extensive skills with data mining, statistical/metadata analysis software, relational databases, data warehousing concepts
Experience with technology such as Snowflake, Azure Data Factory, Erwin, Azure, Tableau, Power BI, Informatica PowerCenter, HD Insight, Python, Spark or Rr
Processes more advanced knowledge of ELT and the ability to create structures using specified tools
Can create basic databases and individual data structures
Knowledge of the logical and physical data model currently leveraged by a specific business unit
Ability to translate complex business requirements into model relationships",4.0,"Codeworks
4.0","Madison, WI",201 to 500 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),47,86,66.5,"Codeworks
",WI,-1,1,0,1,0,0,1
